Site,RMSE,MAE,MAPE (%),R2,n_test
2597,0.0368556190102551,0.028827182948589325,9.533526420593262,0.9827598929405212,488
2419,0.03688557486824278,0.029094664379954338,9.412375450134277,0.9832819104194641,488
2366,0.03689038132672294,0.02942378632724285,10.41054630279541,0.9814402461051941,488
1018,0.03689490791409229,0.029530920088291168,10.502442359924316,0.9769953489303589,488
848,0.03690450831047595,0.03007229045033455,10.345284461975098,0.9816004037857056,488
3596,0.036930317302197306,0.029793471097946167,10.522538185119629,0.9788649082183838,488
743,0.03694464171319544,0.03072330541908741,10.991122245788574,0.9828463792800903,488
1427,0.03694469055481934,0.029458099976181984,9.893623352050781,0.9803619980812073,488
738,0.0369746214772062,0.030290190130472183,11.571664810180664,0.9813735485076904,488
4883,0.03700351202624014,0.027718279510736465,10.371306419372559,0.9682279229164124,488
2323,0.03702651674164213,0.030143190175294876,9.801966667175293,0.984629213809967,488
422,0.03704187409039499,0.029490124434232712,9.525263786315918,0.9845759868621826,488
3516,0.0370442704003529,0.02788500115275383,7.644566059112549,0.9835046529769897,488
2432,0.03704446838361987,0.029167652130126953,9.461874008178711,0.9825496077537537,488
2674,0.03706249613906622,0.030007177963852882,12.30889892578125,0.9717655181884766,488
3657,0.03706673474979836,0.03083949163556099,14.326533317565918,0.9586802124977112,488
376,0.03706915300634103,0.03074227087199688,10.631229400634766,0.9808538556098938,488
725,0.03707175481138962,0.029832949861884117,9.436850547790527,0.9845631718635559,488
2316,0.03707287901102661,0.029204994440078735,9.157605171203613,0.9837466478347778,488
157,0.037076703546704205,0.02979513816535473,9.242403030395508,0.9853870868682861,488
133,0.03708677952911246,0.02975844219326973,9.137226104736328,0.9847607016563416,488
3634,0.03710742838672922,0.03039674647152424,10.66427230834961,0.9827358722686768,488
4396,0.03710760093514048,0.029361119493842125,14.373123168945312,0.9300245046615601,488
2012,0.037113575321201235,0.030788572505116463,10.186483383178711,0.9844335913658142,488
3066,0.03711739879998451,0.02981705591082573,10.096715927124023,0.98506760597229,488
3975,0.03713095972090639,0.02903774008154869,10.9221830368042,0.978515625,488
3559,0.03713738018430724,0.029421526938676834,9.886932373046875,0.9831175208091736,488
2498,0.03714111031484821,0.029781633988022804,9.28390884399414,0.9785048365592957,488
1699,0.03714146920260994,0.029432030394673347,9.636499404907227,0.9842820763587952,488
646,0.03715159029021641,0.029165118932724,10.082605361938477,0.9809688329696655,488
2580,0.037154624982234465,0.029898200184106827,9.01788330078125,0.9812795519828796,488
991,0.03715700775459429,0.028744740411639214,10.38838005065918,0.9790282845497131,488
2867,0.037160024773737955,0.029877809807658195,10.340185165405273,0.9829977750778198,488
